Year,DOY,Site,Treatment,Plot,T,C
2001,158,Willow,T,1,28,60
2001,158,Willow,C,1,23,17
2001,158,Willow,T,2,47,49
2001,158,Willow,C,2,37,38
2001,158,Willow,T,3,42,49
2001,158,Willow,C,3,30,29
2001,158,Willow,T,4,37,27
2001,158,Willow,C,4,9,7
2001,158,Willow,T,5,59,53
2001,158,Willow,C,5,33,42
2001,158,Willow,T,6,39,39
2001,158,Willow,C,6,45,48
2001,158,Willow,T,7,49,39
2001,158,Willow,C,7,45,41
2001,158,Willow,T,8,49,57
2001,158,Willow,C,8,,
2001,158,Willow,T,9,59,45
2001,158,Willow,C,9,58,58
2001,158,Willow,T,10,41,50
2001,158,Willow,C,10,56,44
2001,158,Meadow,T,1,56,55
2001,158,Meadow,C,1,42,35
2001,158,Meadow,T,2,58,56
2001,158,Meadow,C,2,42,37
2001,158,Meadow,T,3,56,53
2001,158,Meadow,C,3,48,44
2001,158,Meadow,T,4,46,45
2001,158,Meadow,C,4,38,39
2001,158,Meadow,T,5,44,23
2001,158,Meadow,C,5,34,42
2001,158,Meadow,T,6,39,45
2001,158,Meadow,C,6,29,26
2001,158,Meadow,T,7,29,42
2001,158,Meadow,C,7,34,34
2001,158,Meadow,T,8,38,49
2001,158,Meadow,C,8,42,39
2001,158,Meadow,T,9,35,40
2001,158,Meadow,C,9,39,43
2001,158,Meadow,T,10,47,45
2001,158,Meadow,C,10,34,32
2001,157,Fert,T,2,50,49
2001,157,Fert,C,2,32,46
2001,157,Fert,T,4,43,39
2001,157,Fert,C,4,49,44
2001,157,Fert,T,13,31,24
2001,157,Fert,C,13,29,31
2001,157,Fert,T,14,25,29
2001,157,Fert,C,14,30,32
2001,157,Fert,T,28,42,35
2001,157,Fert,C,28,35,33
2001,157,Fert,T,36,48,54
2001,157,Fert,C,36,37,44
2001,170,Dome,T,D1,18,15
2001,170,Dome,C,D1,43,40
2001,170,Dome,T,D10,31,29
2001,170,Dome,C,D10,41,40
2001,170,Dome,T,D2,35,20
2001,170,Dome,C,D2,29,43
2001,170,Dome,T,D3,31,14
2001,170,Dome,C,D3,27,38
2001,170,Dome,T,D4,39,41
2001,170,Dome,C,D4,45,46
2001,170,Dome,T,D5,24.6,35.5
2001,170,Dome,C,D5,55,50
2001,170,Dome,T,G1,20,32
2001,170,Dome,C,G1,35,32
2001,170,Dome,T,G2,33,40
2001,170,Dome,C,G2,29,20
2001,170,Dome,T,G3,27,33
2001,170,Dome,C,G3,32,27
2001,170,Dome,T,G4,20,35
2001,170,Dome,C,G4,42,43
2001,170,Dome,T,G5,44,42
2001,170,Dome,C,G5,29,28
2001,170,Dome,T,G6,38,37
2001,170,Dome,C,G6,13,14
2001,170,Dome,T,G8,36,37
2001,170,Dome,C,G8,31,35
2001,157,Dryas,T,1,36,44
2001,157,Dryas,C,1,44,48
2001,157,Dryas,T,2,47,46
2001,157,Dryas,C,2,28,27
2001,157,Dryas,T,3,49,49
2001,157,Dryas,C,3,48,55
2001,157,Dryas,T,4,39,46
2001,157,Dryas,C,4,39,35
2001,157,Dryas,T,5,47,50
2001,157,Dryas,C,5,46,45
2001,157,Dryas,T,6,53,49
2001,157,Dryas,C,6,45,41
2001,157,Dryas,T,7,50,49
2001,157,Dryas,C,7,39,38
2001,157,Dryas,T,8,36,50
2001,157,Dryas,C,8,38,44
2001,157,Dryas,T,9,50,53
2001,157,Dryas,C,9,46,44
2001,157,Dryas,T,10,43,41
2001,157,Dryas,C,10,43,42
2001,157,Dryas,T,11,44,44
2001,157,Dryas,C,11,36,38
2001,157,Dryas,T,12,30,38
2001,157,Dryas,C,12,39,35
2001,157,Dryas,T,13,40,50
2001,157,Dryas,C,13,44,40
2001,157,Dryas,T,14,42,42
2001,157,Dryas,C,14,35,34
2001,157,Cassiope,T,2,50,58
2001,157,Cassiope,C,2,44,46
2001,157,Cassiope,T,4,51,52.5
2001,157,Cassiope,C,4,35,38
2001,157,Cassiope,T,9,52,51
2001,157,Cassiope,C,9,43,43
2001,157,Cassiope,T,12,58,57
2001,157,Cassiope,C,12,39,44
2001,157,Cassiope,T,13,43,56.5
2001,157,Cassiope,C,13,53,52
2001,157,Cassiope,*,,42,45
2001,157,Beach.ridge,C,1,83,101
2001,157,Beach.ridge,C,1,83,101
2001,157,Beach.ridge,C,1,83,101
2001,157,Beach.ridge,C,2,94,68
2001,157,Beach.ridge,C,2,94,68
2001,157,Beach.ridge,C,2,94,68
2001,157,Beach.ridge,C,3,80,73
2001,157,Beach.ridge,C,3,80,73
2001,157,Beach.ridge,C,3,80,73
2002,166,Dome,T,D1,9,30
2002,166,Dome,C,D1,29,35
2002,166,Dome,T,D10,42,39
2002,166,Dome,C,D10,42,39
2002,166,Dome,T,D11,40,35
2002,166,Dome,C,D11,40,35
2002,166,Dome,T,D2,25,35
2002,166,Dome,C,D2,35,38
2002,166,Dome,T,D3,19,27
2002,166,Dome,C,D3,57,30
2002,166,Dome,T,D4,19,7
2002,166,Dome,C,D4,50,22
2002,166,Dome,T,D5,14,30
2002,166,Dome,C,D5,33,25
2002,166,Dome,T,D6,45,41
2002,166,Dome,C,D6,45,41
2002,166,Dome,T,D7,44,45
2002,166,Dome,C,D7,44,45
2002,166,Dome,T,D8,35,31
2002,166,Dome,C,D8,35,31
2002,166,Dome,T,D9,52,45
2002,166,Dome,C,D9,52,45
2002,166,Dome,T,G1,32,27
2002,166,Dome,C,G1,36,30
2002,166,Dome,T,G10,32,41
2002,166,Dome,C,G10,32,41
2002,166,Dome,T,G11,31,30
2002,166,Dome,C,G11,31,30
2002,166,Dome,T,G2,8,16
2002,166,Dome,C,G2,40,29
2002,166,Dome,T,G3,39,11
2002,166,Dome,C,G3,39,23
2002,166,Dome,T,G4,15,31
2002,166,Dome,C,G4,29,27
2002,166,Dome,T,G5,32,10
2002,166,Dome,C,G5,47,49
2002,166,Dome,T,G6,56,51
2002,166,Dome,C,G6,56,51
2002,166,Dome,T,G7,31,36
2002,166,Dome,C,G7,31,36
2002,166,Dome,T,G8,24,16
2002,166,Dome,C,G8,36,35
2002,166,Dome,T,G9,25,26
2002,166,Dome,C,G9,25,26
2002,175,Dome,T,D1,0,0
2002,175,Dome,C,D1,7,9
2002,175,Dome,C,D10,6,9
2002,175,Dome,C,D11,7,6
2002,175,Dome,T,D2,0,0
2002,175,Dome,C,D2,9,5
2002,175,Dome,T,D3,0,0
2002,175,Dome,C,D3,15,8
2002,175,Dome,T,D4,0,0
2002,175,Dome,C,D4,9,2
2002,175,Dome,T,D5,0,0
2002,175,Dome,C,D6,7,11
2002,175,Dome,T,D7,13,12
2002,175,Dome,C,D7,8,10
2002,175,Dome,C,G1,7,6
2002,175,Dome,T,G10,0,0
2002,175,Dome,C,G10,0,0
2002,175,Dome,C,G11,5,6
2002,175,Dome,T,G2,0,0
2002,175,Dome,T,G3,0,0
2002,175,Dome,C,G3,0,0
2002,175,Dome,T,G4,0,0
2002,175,Dome,T,G5,0,0
2002,175,Dome,C,G6,7,7
2002,175,Dome,T,G8,0,0
2002,175,Dome,C,G8,15,12
,,,,,,
2011,154,Cassiope,T,1,45,
2011,154,Cassiope,C,1,,41
2011,154,Cassiope,C,1new,,43
2011,154,Cassiope,T,2,38,
2011,154,Cassiope,C,2,,37
2011,154,Cassiope,C,2new,,56
2011,154,Cassiope,T,3,47,
2011,154,Cassiope,C,3,,36
2011,154,Cassiope,C,3new,,48
2011,154,Cassiope,T,4,54,
2011,154,Cassiope,C,4,,36
2011,154,Cassiope,C,4new,,43
2011,154,Cassiope,T,5,44,
2011,154,Cassiope,C,5,,48
2011,154,Cassiope,C,5new,,41
2011,154,Cassiope,T,6,49,
2011,154,Cassiope,C,6,,43
2011,154,Cassiope,C,6new,,42
2011,154,Cassiope,T,7,41,
2011,154,Cassiope,C,7,,43
2011,154,Cassiope,C,7new,,28
2011,154,Cassiope,T,8,44,
2011,154,Cassiope,C,8,,59
2011,154,Cassiope,C,8new,,55
2011,154,Cassiope,T,9,48,
2011,154,Cassiope,C,9,,38
2011,154,Cassiope,C,9new,,51
2011,154,Cassiope,T,10,47,
2011,154,Cassiope,C,10,,25
2011,154,Cassiope,C,10new,,38
2011,154,Cassiope,T,11,44,
2011,154,Cassiope,C,11,,37
2011,154,Cassiope,C,11new,,44
2011,154,Cassiope,T,12,46,
2011,154,Cassiope,C,12,,43
2011,154,Cassiope,C,12new,,48
2011,154,Cassiope,T,13,42,
2011,154,Cassiope,C,13,,44
2011,154,Cassiope,C,13new,,29
2011,154,Cassiope,T,14,40,
2011,154,Cassiope,C,14,,48
2011,154,Cassiope,C,14new,,46
2011,154,Cassiope,T,15,48,
2011,154,Cassiope,C,15,,37
2011,154,Cassiope,C,15new,,37
2011,154,Cassiope,T,16,50,
2011,154,Cassiope,C,16,,50
2011,154,Cassiope,C,16new,,45
2011,154,Cassiope,T,17,51,
2011,154,Cassiope,C,17,,42
2011,154,Cassiope,C,17new,,45
2011,154,Cassiope,T,18,39,
2011,154,Cassiope,C,18,,48
2011,154,Cassiope,C,18new,,48
2011,154,Fert,C,1,,30
2011,154,Fert,T,2,40,
2011,154,Fert,C,3,,34
2011,154,Fert,T,4,35,
2011,154,Fert,C,5,,35
2011,154,Fert,T,6,24,
2011,154,Fert,C,7,,27
2011,154,Fert,T,8,46,
2011,154,Fert,C,9,,49
2011,154,Fert,C,9s,,34
2011,154,Fert,T,10,41,
2011,154,Fert,C,11,,22
2011,154,Fert,T,12,,
2011,154,Fert,C,13,,37
2011,154,Fert,T,14,45,
2011,154,Fert,C,15,,28
2011,154,Fert,T,16,42,
2011,154,Fert,C,17,,26
2011,154,Fert,T,18,46,
2011,154,Fert,C,19,,46
2011,154,Fert,T,20,45,
2011,154,Fert,C,21,,31
2011,154,Fert,T,22,39,
2011,154,Fert,C,23,,43
2011,154,Fert,T,24,41,
2011,154,Fert,C,25,,38
2011,154,Fert,T,26,37,
2011,154,Fert,C,27,,31
2011,154,Fert,T,28,40,
2011,154,Fert,C,29,,52
2011,154,Fert,T,30,45,
2011,154,Fert,C,31,,39
2011,154,Fert,T,32,40,
2011,154,Fert,C,33,,43
2011,154,Fert,T,34,32,
2011,154,Fert,C,35,,33
2011,154,Fert,T,36,38,
2011,154,Fert,C,37,,20
2011,154,Fert,T,38,41,
2011,154,Fert,C,39,,30
2011,154,Fert,T,40,52,
2011,154,Willow,T,1,63.5,
2011,154,Willow,C,1,,11
2011,154,Willow,T,2,39,
2011,154,Willow,C,2,,38
2011,154,Willow,T,3,35,
2011,154,Willow,C,3,,32
2011,154,Willow,T,4,24,
2011,154,Willow,C,4,,16
2011,154,Willow,T,5,45,
2011,154,Willow,C,5,,28
2011,154,Willow,T,6,33,
2011,154,Willow,C,6,,33
2011,154,Willow,T,7,48,
2011,154,Willow,C,7,,47
2011,154,Willow,T,8,49,
2011,154,Willow,C,8,,35
2011,154,Willow,T,9,40,
2011,154,Willow,C,9,,
2011,154,Willow,T,10,42,
2011,154,Willow,C,10,,33
2011,154,Dryas,T,1,38,
2011,154,Dryas,C,1,,31
2011,154,Dryas,T,2,46,
2011,154,Dryas,C,2,,28
2011,154,Dryas,T,3,36,
2011,154,Dryas,C,3,,36
2011,154,Dryas,T,4,39,
2011,154,Dryas,C,4,,41
2011,154,Dryas,T,5,40,
2011,154,Dryas,C,5,,33
2011,154,Dryas,T,6,47,
2011,154,Dryas,C,6,,48
2011,154,Dryas,T,7,39,
2011,154,Dryas,C,7,,37
2011,154,Dryas,T,8,30,
2011,154,Dryas,C,8,,29
2011,154,Dryas,T,9,33,
2011,154,Dryas,C,9,,32
2011,154,Dryas,T,10,47,
2011,154,Dryas,C,10,,38
2011,154,Dryas,T,11,37,
2011,154,Dryas,C,11,,32
2011,154,Dryas,T,12,37,
2011,154,Dryas,C,12,,41
2011,154,Dryas,T,13,42,
2011,154,Dryas,C,13,,41
2011,154,Dryas,T,14,44,
2011,154,Dryas,C,14,,36
2011,154,Meadow,T,1,32,
2011,154,Meadow,C,1,,33
2011,154,Meadow,T,2,40,
2011,154,Meadow,C,2,,32
2011,154,Meadow,T,3,,
2011,154,Meadow,C,3,,35
2011,154,Meadow,T,4,45,
2011,154,Meadow,C,4,,26
2011,154,Meadow,T,5,50,
2011,154,Meadow,C,5,,35
2011,154,Meadow,T,6,41,
2011,154,Meadow,C,6,,20
2011,154,Meadow,T,7,34,
2011,154,Meadow,C,7,,30
2011,154,Meadow,T,8,38,
2011,154,Meadow,C,8,,21
2011,154,Meadow,T,9,27,
2011,154,Meadow,C,9,,25
2011,154,Meadow,T,10,41,
2011,154,Meadow,C,10,,42
